course code,Section,Date & Time,Room,Instructor,Quota,Enrol,Avail,Wait,Remarks
FINA 5210,L1 (1250),11-APR-2023 - 30-MAY-2023Tu 07:00PM - 10:20PM,TBA,"YU, Jialin",60,46,14,0,"> For FT-MBA; PT-MBA; MBA Exchange and MBA(Bi-weekly) students only
> Venue : United Conference Centre, 10/F, United Centre, 95 Queensway, Admiralty, Hong Kong 
> Add/Drop Deadline : 17-Apr-2023"
FINA 5260,L1 (1218),02-FEB-2023 - 23-MAR-2023Th 02:00PM - 05:20PM,"G003, LSK Bldg (70)","CHAN, Hilton Kwok Hung",65Quota/Enrol/AvailFINA: 65/24/41,24,41,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 06-Feb-2023"
FINA 5270,L1 (1247),05-APR-2023 - 24-MAY-2023We 07:00PM - 10:20PM,"Rm 1011, LSK Bldg (80)","HUANG, Seth",80,57,23,0,"> For MSc(FinTech) students only
> Add/Drop Deadline : 10-Apr-2023"
FINA 5280,L1 (1241),30-MAR-2023 - 30-MAR-2023Th 02:00PM - 05:20PM 13-APR-2023 - 25-MAY-2023Th 02:00PM - 05:20PM,"Rm 2001, LSK Bldg Rm 2001, LSK Bldg","CHAN, Hilton Kwok Hung CHAN, Hilton Kwok Hung",63Quota/Enrol/AvailFINA: 63/55/8,55,8,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 03-Apr-2023"
FINA 5330,L1 (1234),06-FEB-2023 - 20-FEB-2023Mo 07:00PM - 10:20PM 06-MAR-2023 - 03-APR-2023Mo 07:00PM - 10:20PM,TBA TBA,"FRANKLIN, Laurence Craig FRANKLIN, Laurence Craig",45Quota/Enrol/AvailMBA: 45/21/24,21,24,0,"> For FT-MBA; PT-MBA and MBA Exchange students only
> Add/Drop Deadline : 13-Feb-2023
> Venue : B-School Central, 15/F, HK Club Bldg, 3A Charter Rd, Central"
FINA 5370,L1 (1242),31-MAR-2023 - 31-MAR-2023Fr 02:00PM - 05:20PM 14-APR-2023 - 19-MAY-2023Fr 02:00PM - 05:20PM 26-MAY-2023 - 26-MAY-2023Fr 07:00PM - 10:20PM,"G003, LSK Bldg (70) G003, LSK Bldg (70) Rm 2001, LSK Bldg","SAENYASIRI, Ekkachai SAENYASIRI, Ekkachai SAENYASIRI, Ekkachai",63Quota/Enrol/AvailFINA: 63/46/17,46,17,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 03-Apr-2023"
FINA 5370,L2 (1243),31-MAR-2023 - 31-MAR-2023Fr 07:00PM - 10:20PM 14-APR-2023 - 26-MAY-2023Fr 07:00PM - 10:20PM,"G003, LSK Bldg (70) G003, LSK Bldg (70)","SAENYASIRI, Ekkachai SAENYASIRI, Ekkachai",65Quota/Enrol/AvailFINA: 65/58/7,58,7,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 03-Apr-2023"
FINA 5390,L1 (1221),03-FEB-2023 - 24-MAR-2023Fr 07:00PM - 10:20PM,"G001, LSK Bldg (70)","LAI, Marvin",65Quota/Enrol/AvailFINA: 65/43/22,43,22,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 13-Feb-2023"
FINA 5390,L2 (1235),06-FEB-2023 - 20-MAR-2023Mo 07:00PM - 10:20PM 24-MAR-2023 - 24-MAR-2023Fr 07:00PM - 10:20PM,"G001, LSK Bldg (70) Rm 1001, LSK Bldg (70)","LAI, Marvin LAI, Marvin",65Quota/Enrol/AvailFINA: 65/33/32,33,32,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 13-Feb-2023"
FINA 5390,L3 (1248),08-APR-2023 - 08-APR-2023Sa 09:30AM - 12:50PM 08-APR-2023 - 08-APR-2023Sa 02:30PM - 05:50PM 22-APR-2023 - 22-APR-2023Sa 09:30AM - 12:50PM 22-APR-2023 - 22-APR-2023Sa 02:30PM - 05:50PM 13-MAY-2023 - 13-MAY-2023Sa 09:30AM - 12:50PM 13-MAY-2023 - 13-MAY-2023Sa 02:30PM - 05:50PM 27-MAY-2023 - 27-MAY-2023Sa 09:30AM - 12:50PM 27-MAY-2023 - 27-MAY-2023Sa 02:30PM - 05:50PM,"Rm 2001, LSK Bldg Rm 2001, LSK Bldg Rm 2001, LSK Bldg Rm 2001, LSK Bldg Rm 2001, LSK Bldg Rm 2001, LSK Bldg Rm 2001, LSK Bldg Rm 2001, LSK Bldg","FRANKLIN, Laurence Craig FRANKLIN, Laurence Craig FRANKLIN, Laurence Craig FRANKLIN, Laurence Craig FRANKLIN, Laurence Craig FRANKLIN, Laurence Craig FRANKLIN, Laurence Craig FRANKLIN, Laurence Craig",60,53,7,0,"> For FT-MBA; PT-MBA and Bi-weekly MBA students only
> Add/Drop Deadline : 09-Apr-2023"
FINA 5390,L4 (1249),10-APR-2023 - 29-MAY-2023Mo 07:00PM - 10:20PM,TBA,"FRANKLIN, Laurence Craig",50Quota/Enrol/AvailMBA: 50/49/1,49,1,0,"> For FT-MBA; PT-MBA and MBA Exchange students only
> Venue : B-School Central, 15/F, HK Club Bldg, 3A Charter Rd, Central
> Add/Drop Deadline : 17-Apr-2023"
FINA 5410,L1 (1244),01-APR-2023 - 01-APR-2023Sa 09:00AM - 12:20PM 15-APR-2023 - 27-MAY-2023Sa 09:00AM - 12:20PM,"Rm 1003, LSK Bldg (70) Rm 1003, LSK Bldg (70)","BHATTACHARYA, Utpal BHATTACHARYA, Utpal",66Quota/Enrol/AvailFINA: 64/62/2,64,2,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 03-Apr-2023"
FINA 5440,L1 (1229),04-FEB-2023 - 25-MAR-2023Sa 09:30AM - 12:50PM,"Rm 1005, LSK Bldg (70)","YOO, Hyek",67Quota/Enrol/AvailFINA: 67/62/5,62,5,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 06-Feb-2023"
FINA 5450,L1 (1210),30-JAN-2023 - 13-MAR-2023Mo 07:00PM - 10:20PM 21-MAR-2023 - 21-MAR-2023Tu 02:00PM - 05:20PM,"G003, LSK Bldg (70) Rm 3005, LSK Bldg","LHABITANT, Francois-Serge LHABITANT, Francois-Serge",65Quota/Enrol/AvailFINA: 65/56/9,56,9,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 06-Feb-2023"
FINA 5450,L2 (1212),31-JAN-2023 - 21-MAR-2023Tu 02:00PM - 05:20PM,"G003, LSK Bldg (70)","LHABITANT, Francois-Serge",65Quota/Enrol/AvailFINA: 65/58/7,58,7,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 06-Feb-2023"
FINA 5450,L3 (1220),03-FEB-2023 - 03-MAR-2023Fr 09:30AM - 12:50PM 13-MAR-2023 - 13-MAR-2023Mo 09:30AM - 12:50PM 17-MAR-2023 - 24-MAR-2023Fr 09:30AM - 12:50PM,"G001, LSK Bldg (70) G001, LSK Bldg (70) G001, LSK Bldg (70)","LHABITANT, Francois-Serge LHABITANT, Francois-Serge LHABITANT, Francois-Serge",60Quota/Enrol/AvailACCT: 60/47/13,47,13,0,"> For MSc(ACCT) students only
> Add/Drop Deadline : 06-Feb-2023"
FINA 5470,L1 (1215),01-FEB-2023 - 15-MAR-2023We 07:00PM - 10:20PM 24-MAR-2023 - 24-MAR-2023Fr 09:30AM - 12:50PM,"G003, LSK Bldg (70) Rm 2001, LSK Bldg","ROSENFELD, Ahron ROSENFELD, Ahron",65Quota/Enrol/AvailFINA: 65/18/47,18,47,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 06-Feb-2023"
FINA 5470,L2 (1222),03-FEB-2023 - 17-MAR-2023Fr 07:00PM - 10:20PM 24-MAR-2023 - 24-MAR-2023Fr 09:30AM - 12:50PM,"G003, LSK Bldg (70) Rm 2003, LSK Bldg","ROSENFELD, Ahron ROSENFELD, Ahron",65Quota/Enrol/AvailFINA: 65/40/25,40,25,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 06-Feb-2023"
FINA 5480,L1 (1217),02-FEB-2023 - 02-MAR-2023Th 07:00PM - 10:20PM 26-FEB-2023 - 26-FEB-2023Su 07:00PM - 10:20PM 16-MAR-2023 - 23-MAR-2023Th 07:00PM - 10:20PM,"G001, LSK Bldg (70) G001, LSK Bldg (70) G001, LSK Bldg (70)","LHABITANT, Francois-Serge LHABITANT, Francois-Serge LHABITANT, Francois-Serge",70Quota/Enrol/AvailFINA: 70/67/3,67,3,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 06-Feb-2023"
FINA 5490,L1 (1246),01-APR-2023 - 02-APR-2023SaSu 02:00PM - 05:20PM 15-APR-2023 - 30-APR-2023SaSu 02:00PM - 05:20PM,"Rm 1001, LSK Bldg (70) Rm 1001, LSK Bldg (70)","LAI, Marvin LAI, Marvin",67Quota/Enrol/AvailFINA: 66/59/7,60,7,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 02-Apr-2023"
FINA 5500,L1 (1230),04-FEB-2023 - 25-MAR-2023Sa 09:00AM - 12:20PM,"Rm 6602, Lift 31-32 (60)","ZHANG, James",68Quota/Enrol/AvailFINA: 68/65/3,65,3,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 06-Feb-2023"
FINA 5510,L1 (1213),31-JAN-2023 - 21-MAR-2023Tu 02:00PM - 05:20PM,"Rm 2001, LSK Bldg","OKAT, Deniz",65Quota/Enrol/AvailFINA: 65/23/42,23,42,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 06-Feb-2023"
FINA 5510,L2 (1240),29-MAR-2023 - 29-MAR-2023We 02:00PM - 05:20PM 12-APR-2023 - 24-MAY-2023We 02:00PM - 05:20PM,"G001, LSK Bldg (70) G001, LSK Bldg (70)","OKAT, Deniz OKAT, Deniz",70Quota/Enrol/AvailFINA: 70/69/1,69,1,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 03-Apr-2023"
FINA 5540,L1 (1231),04-FEB-2023 - 25-MAR-2023Sa 02:00PM - 05:20PM,"Rm 1001, LSK Bldg (70)","NG, Wing Chung Vincent",70Quota/Enrol/AvailFINA: 70/70/0,70,0,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 06-Feb-2023"
FINA 5550,L1 (1219),02-FEB-2023 - 23-MAR-2023Th 09:30AM - 12:50PM,"G003, LSK Bldg (70)","ZHOU, Shelley",70Quota/Enrol/AvailFINA: 70/63/7,63,7,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 06-Feb-2023"
FINA 5600,L1 (1233),05-FEB-2023 - 26-MAR-2023Su 09:00AM - 12:20PM,"Rm 1001, LSK Bldg (70)","HO, Ho Ming Stan",70Quota/Enrol/AvailFINA: 70/68/2,68,2,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 06-Feb-2023"
FINA 5670,L1 (1236),27-MAR-2023 - 03-APR-2023Mo 02:00PM - 05:20PM 17-APR-2023 - 22-MAY-2023Mo 02:00PM - 05:20PM,"G003, LSK Bldg (70) G003, LSK Bldg (70)","PI, Lynn PI, Lynn",70Quota/Enrol/AvailFINA: 70/60/10,60,10,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 03-Apr-2023"
FINA 5680,L1 (1237),27-MAR-2023 - 03-APR-2023Mo 07:00PM - 10:20PM 17-APR-2023 - 22-MAY-2023Mo 07:00PM - 10:20PM,"G001, LSK Bldg (70) G001, LSK Bldg (70)","VAN DER LINDE, Herald VAN DER LINDE, Herald",70Quota/Enrol/AvailFINA: 70/69/1,69,1,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 03-Apr-2023"
FINA 5690,L1 (1238),28-MAR-2023 - 04-APR-2023Tu 07:00PM - 10:20PM 18-APR-2023 - 23-MAY-2023Tu 07:00PM - 10:20PM,"G003, LSK Bldg (70) G003, LSK Bldg (70)","PENG, Qian PENG, Qian",70Quota/Enrol/AvailFINA: 70/70/0,70,0,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 03-Apr-2023"
FINA 5840,L1 (1232),04-FEB-2023 - 25-MAR-2023Sa 07:00PM - 10:20PM,"Rm 1001, LSK Bldg (70)","LAW, Keith",69Quota/Enrol/AvailFINA: 69/42/27,42,27,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 06-Feb-2023"
FINA 5870,L1 (1214),31-JAN-2023 - 21-MAR-2023Tu 07:00PM - 10:20PM,"G001, LSK Bldg (70)","PEREIRA, Kevin CharlesSHROFF, Rajendra Ravindra",65Quota/Enrol/AvailFINA: 65/40/25,40,25,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 06-Feb-2023"
FINA 6910I,L1 (1211),30-JAN-2023 - 20-MAR-2023Mo 02:00PM - 05:20PM,"G003, LSK Bldg (70)","YEGEN, Eyub",65Quota/Enrol/AvailFINA: 65/28/37,28,37,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 06-Feb-2023"
FINA 6910I,L2 (1239),28-MAR-2023 - 04-APR-2023Tu 02:00PM - 05:20PM 18-APR-2023 - 23-MAY-2023Tu 02:00PM - 05:20PM,"G003, LSK Bldg (70) G003, LSK Bldg (70)","YEGEN, Eyub YEGEN, Eyub",68Quota/Enrol/AvailFINA: 66/53/13,54,14,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 03-Apr-2023"
FINA 6910J,L1 (1245),01-APR-2023 - 01-APR-2023Sa 02:00PM - 05:20PM 15-APR-2023 - 27-MAY-2023Sa 02:00PM - 05:20PM,"Rm 1003, LSK Bldg (70) Rm 1003, LSK Bldg (70)","HO, Ho Ming Stan HO, Ho Ming Stan",66Quota/Enrol/AvailFINA: 65/64/1,65,1,0,"> For MSc(FINA); MSc(FA) and MSc(IM) students only
> Add/Drop Deadline : 03-Apr-2023"
FINA 6970A,R1 (4277),TBA,TBA,TBA,1,1,0,0,
FINA 6990,R1 (1223),TBA,TBA,TBA,5Quota/Enrol/AvailFINA: 5/1/4,1,4,0,> For MPhil(FINA) students only
FINA 7900A,L1 (1224),Th 12:00PM - 02:50PM,"Rm 1026, LSK Bldg (28)","OKAT, Deniz",10Quota/Enrol/AvailFINA: 10/5/5,6,4,0,> For MPhil(FINA) and PhD(FINA) students only
FINA 7900B,L1 (1225),We 09:00AM - 11:50AM,"Rm 5566, Lift 27-28 (24)","JI, Yan",10,8,2,0,> For MPhil and PhD students in SBM only
FINA 7980X,T1 (1226),Fr 10:30AM - 12:20PM,"Rm 1003, LSK Bldg (70)",TBA,20Quota/Enrol/AvailFINA: 20/18/2,18,2,0,> For MPhil(FINA) and PhD(FINA) students only
FINA 7990,R1 (1227),TBA,TBA,TBA,10Quota/Enrol/AvailFINA: 10/3/7,3,7,0,> For PhD(FINA) students only
FTEC 6990,R1 (4292),TBA,TBA,TBA,30,2,28,0,
FTEC 7990,R1 (4304),TBA,TBA,TBA,30,4,26,0,
GBUS 1000,T1 (4014),TBA,TBA,"KOH, Tat Koon",200,134,66,0,
GBUS 2010,L1 (4028),09-FEB-2023 - 23-MAR-2023Th 03:00PM - 05:50PM 25-MAR-2023 - 06-MAY-2023Sa 09:00AM - 11:50AM,"Rm 1003, LSK Bldg (70) G001, LSK Bldg (70)","CHEW, ThianCHUNG, EricDORAN, Christopher CHEW, ThianDORAN, Christopher",60,53,7,0,
GBUS 2020,R1 (4015),TBA,TBA,"CHEUNG, Ki Ling",25,12,13,0,
GBUS 3010,L1 (4016),Th 09:00AM - 11:50AM,"Rm 1001, LSK Bldg (70)","LI, Po YanNEW, Mitya",50,29,21,0,
GBUS 3040,L1 (4017),Mo 12:00PM - 01:50PM,"G003, LSK Bldg (70)","CHEUNG, CassianCHUNG, Eric",50,7,43,0,
GBUS 3050,L1 (4018),TuTh 04:30PM - 05:50PM,"Rm 1001, LSK Bldg (70)","FRANKLIN, Laurence CraigNASON, Stephen WilliamRAMALINGAM, Sangeetha",50,45,5,0,
GBUS 4910,L1 (4019),Th 06:00PM - 07:20PM,"Rm 1003, LSK Bldg (70)","DORAN, Christopher",36,33,3,0,
GFIN 5040,L1 (4483),TBA,TBA,TBA,17,17,0,0,"> Instructor : Prof. BRENNER, Menachem
> For MSc(GFIN) students only
> Class Duration/Dates : 05-Mar-2023 to 07-Mar-2023
> Add/Drop Deadline : 05-Mar-2023"
GFIN 5050,L1 (4572),TBA,TBA,"ZALDOKAS, Alminas",18,17,1,0,"> For MSc(GFIN) students only
> Class Duration/Dates : 05-May-2023 to 07-May-2023
> Add/Drop Deadline : 05-May-2023"
GFIN 5080,L1 (4484),TBA,TBA,TBA,17,17,0,0,"> Instructor : Prof. CARPENTER, Jennifer
> For MSc(GFIN) students only
> Class Duration/Dates : 08-Mar-2023 to 11-Mar-2023
> Add/Drop Deadline : 08-Mar-2023"
GFIN 5500,L1 (4573),TBA,TBA,"MUKHERJEE, Abhiroop",18,17,1,0,"> For MSc(GFIN) students only
> Class Duration/Dates : 08-May-2023 to 09-May-2023
> Add/Drop Deadline : 08-May-2023"
GNED 2510,T1 (4175),Tu 02:00PM - 03:50PM,"Rm 2404, Lift 17-18 (81)","SIU, Wai Sze GraceYOUSAF, Syeda Noor-ul-ain",30,24,6,0,
GNED 2510,T2 (4176),Th 03:00PM - 04:50PM,"G009B, CYT Bldg (70)","SIU, Wai Sze GraceYOUSAF, Syeda Noor-ul-ain",30,28,2,0,
HLTH 1010,R1 (4177),TBA,TBA,TBA,110,90,20,0,
HMMA 5003,L1 (1256),Mo 09:00AM - 11:50AM,TBA,"JIN, Huan",39,40,0,0,> For MA(CC); MPhil/PhD(HUMA) students only
HMMA 5005,L1 (1257),03-FEB-2023 - 03-FEB-2023Fr 06:00PM - 08:50PM 10-FEB-2023 - 05-MAY-2023Fr 06:00PM - 08:50PM,"Rm 1033, LSK Bldg (51) Rm 4502, Lift 25-26 (60)","HO, Virgil Kit Yiu HO, Virgil Kit Yiu",35,27,8,0,> For MA(CC); MPhil/PhD(HUMA) students only
HMMA 5300,L1 (1258),Tu 09:00AM - 11:50AM,TBA,"JIN, Huan",36,34,2,0,> For MA(CC); MPhil/PhD(HUMA) students only
HUMA 1000A,L1 (2552),We 04:00PM - 05:50PM,"G009B, CYT Bldg (70)","PAN, PingPUN, Wing Man Winnie",60,60,0,0,> The class is delivered in a blended learning mode
HUMA 1000A,T1 (2553),Mo 10:00AM - 11:50AM,Lecture Theater H (72),"PUN, Wing Man Winnie",60,60,0,0,
HUMA 1000B,L1 (2554),Mo 03:00PM - 04:50PM,Lecture Theater A (401),"LAU, Chun HongNAM, Sai Lok",401,401,0,0,> The class is delivered in a blended learning mode
HUMA 1000B,L2 (4564),Tu 03:00PM - 04:50PM,"Rm 5508, Lift 25-26 (30)","LAU, Chun HongNAM, Sai Lok",4,4,0,0,> The class is delivered in a blended learning mode
HUMA 1000B,T01 (2556),Mo 09:30AM - 11:20AM,"Rm 3494, Lift 25-26 (20)","LAU, Chun HongSTAMPER, Suzan",21,21,0,0,
HUMA 1000B,T02 (2558),Mo 09:30AM - 11:20AM,TBA,"LAU, Chun HongSTAMPER, Suzan",21,21,0,0,> Venue : Room 3494
HUMA 1000B,T03 (2559),We 05:00PM - 06:50PM,"Rm 3494, Lift 25-26 (20)","CHI, Man Lai AmyLAU, Chun Hong",20,20,0,0,
HUMA 1000B,T04 (2560),We 05:00PM - 06:50PM,TBA,"CHI, Man Lai AmyLAU, Chun Hong",20,20,0,0,> Venue : Room 3494
HUMA 1000B,T05 (2561),We 01:00PM - 02:50PM,"Rm 3494, Lift 25-26 (20)","GLOFCHESKI, MaisieLAU, Chun Hong",20,20,0,0,
HUMA 1000B,T06 (2562),We 01:00PM - 02:50PM,TBA,"GLOFCHESKI, MaisieLAU, Chun Hong",20,20,0,0,> Venue : Room 3494
HUMA 1000B,T07 (2563),Mo 11:30AM - 01:20PM,"Rm 3494, Lift 25-26 (20)","LAU, Chun HongREWHORN, Thomas Jay",21,21,0,0,
HUMA 1000B,T08 (2564),Mo 11:30AM - 01:20PM,TBA,"LAU, Chun HongREWHORN, Thomas Jay",21,21,0,0,> Venue : Room 3494
HUMA 1000B,T09 (2565),Tu 11:30AM - 01:20PM,"Rm 3494, Lift 25-26 (20)","LAU, Chun HongLIAO, May",20,20,0,0,
HUMA 1000B,T10 (2566),Tu 11:30AM - 01:20PM,TBA,"LAU, Chun HongLIAO, May",20,20,0,0,> Venue : Room 3494
HUMA 1000B,T11 (2567),Th 01:00PM - 02:50PM,"Rm 3494, Lift 25-26 (20)","HOPKINS, MarkLAU, Chun Hong",20,20,0,0,
HUMA 1000B,T12 (2568),Th 01:00PM - 02:50PM,TBA,"HOPKINS, MarkLAU, Chun Hong",20,20,0,0,> Venue : Room 3494
HUMA 1000B,T13 (2569),We 11:00AM - 12:50PM,"Rm 3494, Lift 25-26 (20)","FARMER, RebeccaLAU, Chun Hong",20,20,0,0,
HUMA 1000B,T14 (2570),We 11:00AM - 12:50PM,TBA,"FARMER, RebeccaLAU, Chun Hong",20,20,0,0,> Venue : Room 3494
HUMA 1000B,T15 (2571),Th 11:00AM - 12:50PM,"Rm 3494, Lift 25-26 (20)","LAU, Chun HongLAW, Wai Ling",20,20,0,0,
HUMA 1000B,T16 (2572),Th 11:00AM - 12:50PM,TBA,"LAU, Chun HongLAW, Wai Ling",20,20,0,0,> Venue : Room 3494
HUMA 1000B,T17 (2573),Tu 09:30AM - 11:20AM,"Rm 3494, Lift 25-26 (20)","CHEN, JasmineLAU, Chun Hong",20,20,0,0,
HUMA 1000B,T18 (2574),Tu 09:30AM - 11:20AM,TBA,"CHEN, JasmineLAU, Chun Hong",20,20,0,0,> Venue : Room 3494
HUMA 1000B,T19 (2575),Fr 04:00PM - 05:50PM,"Rm 3494, Lift 25-26 (20)","LAU, Chun HongZHOU, Siyang",21,21,0,0,
HUMA 1000B,T20 (2576),Fr 04:00PM - 05:50PM,TBA,"LAU, Chun HongZHOU, Siyang",20,20,0,0,> Venue : Room 3494
HUMA 1000D,L1 (2577),Mo 12:00PM - 01:50PM,Lecture Theater A (401),"LAM, ChristiePUN, Wing Man WinnieZHANG, Lok Cheung Lawrence",400,399,1,0,> The class is delivered in a blended learning mode
HUMA 1000D,T01 (2579),Fr 02:00PM - 03:50PM,"Rm 3494, Lift 25-26 (20)","HOGUE, TeresaLAM, ChristiePUN, Wing Man Winnie",20,20,0,0,
HUMA 1000D,T02 (2581),Fr 02:00PM - 03:50PM,TBA,"HOGUE, TeresaLAM, ChristiePUN, Wing Man Winnie",20,19,1,0,> Venue : Room 3494
HUMA 1000D,T03 (2582),Mo 02:00PM - 03:50PM,"Rm 3494, Lift 25-26 (20)","LAM, ChristiePUN, Wing Man WinnieTSANG, Shuk Ching Elza",20,20,0,0,
HUMA 1000D,T04 (2583),Mo 02:00PM - 03:50PM,TBA,"LAM, ChristiePUN, Wing Man WinnieTSANG, Shuk Ching Elza",21,21,0,0,> Venue : Room 3494
HUMA 1000D,T05 (2584),Tu 04:00PM - 05:50PM,"Rm 3494, Lift 25-26 (20)","FREEMAN, Danyal JonathanLAM, ChristiePUN, Wing Man Winnie",20,20,0,0,
HUMA 1000D,T06 (2585),Tu 04:00PM - 05:50PM,TBA,"FREEMAN, Danyal JonathanLAM, ChristiePUN, Wing Man Winnie",20,20,0,0,> Venue : Room 3494
HUMA 1000D,T07 (2586),Th 03:00PM - 04:50PM,"Rm 3494, Lift 25-26 (20)","CHAN, MariahLAM, ChristiePUN, Wing Man Winnie",20,20,0,0,
HUMA 1000D,T08 (2587),Th 03:00PM - 04:50PM,TBA,"CHAN, MariahLAM, ChristiePUN, Wing Man Winnie",20,20,0,0,> Venue : Room 3494
HUMA 1000D,T09 (2588),We 09:00AM - 10:50AM,"Rm 3494, Lift 25-26 (20)","LAM, ChristiePUN, Wing Man WinnieSAMPSON, Nicholas",20,20,0,0,
HUMA 1000D,T10 (2589),We 09:00AM - 10:50AM,TBA,"LAM, ChristiePUN, Wing Man WinnieSAMPSON, Nicholas",20,20,0,0,> Venue : Room 3494
HUMA 1000D,T11 (2590),Th 09:00AM - 10:50AM,"Rm 3494, Lift 25-26 (20)","GASKELL, Delian DawnLAM, ChristiePUN, Wing Man Winnie",20,20,0,0,
HUMA 1000D,T12 (2591),Th 09:00AM - 10:50AM,TBA,"GASKELL, Delian DawnLAM, ChristiePUN, Wing Man Winnie",20,20,0,0,> Venue : Room 3494
HUMA 1000D,T13 (2592),Fr 09:00AM - 10:50AM,"Rm 3494, Lift 25-26 (20)","LAM, ChristieLEE, William W LPUN, Wing Man Winnie",20,19,1,0,
HUMA 1000D,T14 (2593),Fr 09:00AM - 10:50AM,TBA,"LAM, ChristieLEE, William W LPUN, Wing Man Winnie",20,20,0,0,> Venue : Room 3494
HUMA 1000D,T15 (2594),Th 05:00PM - 06:50PM,"Rm 3494, Lift 25-26 (20)","CHEUNG, ColinLAM, ChristiePUN, Wing Man Winnie",20,20,0,0,
HUMA 1000D,T16 (2595),Th 05:00PM - 06:50PM,TBA,"CHEUNG, ColinLAM, ChristiePUN, Wing Man Winnie",20,20,0,0,> Venue : Room 3494
HUMA 1000D,T17 (2596),We 03:00PM - 04:50PM,"Rm 3494, Lift 25-26 (20)","LAM, ChristieLI, EugenePUN, Wing Man Winnie",20,20,0,0,
HUMA 1000D,T18 (2597),We 03:00PM - 04:50PM,TBA,"LAM, ChristieLI, EugenePUN, Wing Man Winnie",20,20,0,0,> Venue : Room 3494
HUMA 1000D,T19 (2598),Tu 02:00PM - 03:50PM,"Rm 3494, Lift 25-26 (20)","LAM, ChristiePUN, Wing Man WinnieWONG, Nick",20,20,0,0,
HUMA 1000D,T20 (2599),Tu 02:00PM - 03:50PM,TBA,"LAM, ChristiePUN, Wing Man WinnieWONG, Nick",20,20,0,0,> Venue : Room 3494
HUMA 1010,L1 (2600),MoWe 12:00PM - 01:20PM,"Rm 2302, Lift 17-18 (74)","QIN, Zhen",12,12,0,0,
HUMA 1100,L1 (2601),TuTh 04:30PM - 05:50PM,"LTL, CYT Bldg (354)","DUJUNCO, Mercedes Maria",12,2,10,0,
HUMA 1100,L2 (2602),TuTh 03:00PM - 04:20PM,"LTL, CYT Bldg (354)","DUJUNCO, Mercedes Maria",12,5,7,0,
HUMA 1102,L1 (2603),WeFr 04:30PM - 05:50PM,"LTL, CYT Bldg (354)","DROSCHA, Isaac David",12,12,0,0,
HUMA 1154,L1 (4349),Tu 06:00PM - 07:50PM,"Rm 2303, Lift 17-18 (91)","CHU, Shun",6,5,1,0,
HUMA 1154,L2 (4350),We 06:00PM - 07:50PM,"Rm 4503, Lift 25-26 (64)","CHU, Shun",6,6,0,0,
HUMA 1154,T1 (4351),Tu 08:00PM - 08:50PM,"Rm 2303, Lift 17-18 (91)","CHU, Shun",6,5,1,0,
HUMA 1154,T2 (4352),We 08:00PM - 08:50PM,"Rm 4503, Lift 25-26 (64)","CHU, Shun",6,6,0,0,
HUMA 1155,L1 (4364),Th 06:00PM - 07:50PM,"Rm 4503, Lift 25-26 (64)","CHU, Shun",6,2,4,0,
HUMA 1155,L2 (4365),Fr 06:00PM - 07:50PM,"Rm 4503, Lift 25-26 (64)","CHU, Shun",6,2,4,0,
